variant,source_family,source_file,operation,beta,guard_factor,guard_group,badclean_count,badclean_max_poscos,file,basename,changed_rows_vs_e247,changed_cells_vs_e247,move_l1,move_l2,abs_Q1,abs_Q2,abs_Q3,abs_S1,abs_S2,abs_S3,abs_S4,opposite_only,support_actual_p90,support_actual_mean,support_source_transfer_auc
graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top5_2bbef3bb.csv,graft_raw,1.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_00_3d07860d.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_00_3d07860d.csv,248,630,4.742902380717427,0.4469981511868655,2.241007611389761,1.0298561624943101,0.3388038483297934,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.538267241933191e-06,-7.191957583573359e-06,0.5192307692307693
graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_ctrl_add_low_preserve_top5_36eee8bc.csv,graft_raw,1.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_50_3540af78.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_50_3540af78.csv,248,630,4.715016554831403,0.44545163146976835,2.241007611389761,1.0298561624943101,0.3109180224437694,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-4.041416215693369e-06,-5.921966616302087e-06,0.5192307692307693
graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top5_2bbef3bb.csv,graft_raw,1.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_50_0621d998.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b1_50_0621d998.csv,248,630,4.797592610362668,0.4508811137633206,2.241007611389761,1.0298561624943101,0.3934940779750337,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.538267241933191e-06,-7.191957583573359e-06,0.5192307692307693
graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_ctrl_add_low_preserve_top5_36eee8bc.csv,graft_raw,2.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b2_00_76bfb2f5.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b2_00_76bfb2f5.csv,248,630,4.742181432632889,0.44667998517260543,2.241007611389761,1.0298561624943101,0.3380829002452549,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-4.041416215693369e-06,-5.921966616302087e-06,0.5192307692307693
graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top5_2bbef3bb.csv,graft_raw,2.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b2_00_be5bf474.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b2_00_be5bf474.csv,248,630,4.852282840007907,0.45626174830465427,2.241007611389761,1.0298561624943101,0.44818430762027395,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.538267241933191e-06,-7.191957583573359e-06,0.5192307692307693
graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_raw_ctrl_add_low_preserve_top5_36eee8bc.csv,graft_raw,3.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b3_00_9e9ebd7f.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b3_00_9e9ebd7f.csv,248,630,4.7965111882358595,0.45017109883290995,2.241007611389761,1.0298561624943101,0.39241265584822593,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-4.041416215693369e-06,-5.921966616302087e-06,0.5192307692307693
graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_human_plus_oldlaw__lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top5_2bbef3bb.csv,graft_raw,3.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b3_00_b59edb9c.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_human_plus_oldlaw__lr_l1__b3_00_b59edb9c.csv,248,630,4.9616632992983885,0.47129662559997826,2.241007611389761,1.0298561624943101,0.5575647669107546,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.538267241933191e-06,-7.191957583573359e-06,0.5192307692307693
graft_raw_e247_common_vs_e28_human_plus_geometr_lr_l2__b0.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_eaa52596.csv,graft_raw,0.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_common_vs_e28_human_plus_geometr_lr_l2__b0_50_b277dadf.csv,submission_e354_e247support_graft_raw_e247_common_vs_e28_human_plus_geometr_lr_l2__b0_50_b277dadf.csv,248,628,4.662969707534284,0.4442874475350864,2.241007611389761,1.0298561624943101,0.25887117514665015,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.162831074790456e-06,-4.906552396210426e-06,0.4807692307692308
graft_raw_e247_common_vs_e28_human_plus_geometr_lr_l2__b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_eaa52596.csv,graft_raw,1.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_common_vs_e28_human_plus_geometr_lr_l2__b1_00_9f071a48.csv,submission_e354_e247support_graft_raw_e247_common_vs_e28_human_plus_geometr_lr_l2__b1_00_9f071a48.csv,248,628,4.692417493641621,0.4455454392731285,2.241007611389761,1.0298561624943101,0.2883189612539874,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.162831074790456e-06,-4.906552396210426e-06,0.4807692307692308
graft_raw_e247_common_vs_e28_human_plus_geometr_lr_l2__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_eaa52596.csv,graft_raw,1.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_common_vs_e28_human_plus_geometr_lr_l2__b1_50_9ad769c4.csv,submission_e354_e247support_graft_raw_e247_common_vs_e28_human_plus_geometr_lr_l2__b1_50_9ad769c4.csv,248,628,4.721865279748958,0.44763423590787055,2.241007611389761,1.0298561624943101,0.3177667473613247,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.162831074790456e-06,-4.906552396210426e-06,0.4807692307692308
graft_raw_e247_common_vs_e28_human_plus_geometr_lr_l2__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_eaa52596.csv,graft_raw,2.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_common_vs_e28_human_plus_geometr_lr_l2__b2_00_2de7b2b0.csv,submission_e354_e247support_graft_raw_e247_common_vs_e28_human_plus_geometr_lr_l2__b2_00_2de7b2b0.csv,248,628,4.751313065856296,0.4505422822959643,2.241007611389761,1.0298561624943101,0.34721453346866205,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.162831074790456e-06,-4.906552396210426e-06,0.4807692307692308
graft_raw_e247_common_vs_e28_human_plus_geometr_lr_l2__b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_common_vs_e28_human_plus_geometr_lr_l2_c0p3_anti_amp_add_high_preserve_top3_eaa52596.csv,graft_raw,3.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_common_vs_e28_human_plus_geometr_lr_l2__b3_00_824c95f1.csv,submission_e354_e247support_graft_raw_e247_common_vs_e28_human_plus_geometr_lr_l2__b3_00_824c95f1.csv,248,628,4.8102086380709705,0.45874942063768176,2.241007611389761,1.0298561624943101,0.4061101056833366,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.162831074790456e-06,-4.906552396210426e-06,0.4807692307692308
graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_a_b0.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_add_high_preserve_top3_18f9379b.csv,graft_raw,0.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_a_b0_50_25cfaae8.csv,submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_a_b0_50_25cfaae8.csv,248,628,4.651720458407577,0.44399665981890546,2.241007611389761,1.0298561624943101,0.2476219260199432,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-2.9994125537666696e-06,-4.434575000308268e-06,0.173076923076923
graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_a_b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_add_high_preserve_top3_18f9379b.csv,graft_raw,1.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_a_b1_00_d25cbcb4.csv,submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_a_b1_00_d25cbcb4.csv,248,628,4.669918995388207,0.44438443945473116,2.241007611389761,1.0298561624943101,0.2658204630005736,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-2.9994125537666696e-06,-4.434575000308268e-06,0.173076923076923
graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_a_b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_add_high_preserve_top3_18f9379b.csv,graft_raw,1.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_a_b1_50_4531e323.csv,submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_a_b1_50_4531e323.csv,248,628,4.688117532368838,0.4450299879724365,2.241007611389761,1.0298561624943101,0.28401899998120395,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-2.9994125537666696e-06,-4.434575000308268e-06,0.173076923076923
graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_a_b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_add_high_preserve_top3_18f9379b.csv,graft_raw,2.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_a_b2_00_8943b11f.csv,submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_a_b2_00_8943b11f.csv,248,628,4.706316069349468,0.4459321859050979,2.241007611389761,1.0298561624943101,0.3022175369618344,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-2.9994125537666696e-06,-4.434575000308268e-06,0.173076923076923
graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_a_b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_anti_amp_add_high_preserve_top3_18f9379b.csv,graft_raw,3.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_a_b3_00_31b67b7a.csv,submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_a_b3_00_31b67b7a.csv,248,628,4.742713143310729,0.44849989418850933,2.241007611389761,1.0298561624943101,0.3386146109230951,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-2.9994125537666696e-06,-4.434575000308268e-06,0.173076923076923
graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b0.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_add_high_preserve_top5_47be80e7.csv,graft_raw,0.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b0_50_09f0a0a0.csv,submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b0_50_09f0a0a0.csv,248,630,4.6637955558827375,0.44408172923737876,2.241007611389761,1.0298561624943101,0.25969702349510426,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.8482450484238136e-06,-5.803771193451682e-06,0.173076923076923
graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b0.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_add_high_preserve_top3_229be73c.csv,graft_raw,0.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b0_50_4dfa60a9.csv,submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b0_50_4dfa60a9.csv,248,628,4.654449217627266,0.4440324460886871,2.241007611389761,1.0298561624943101,0.2503506852396322,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.121312925466644e-06,-4.4562140722175655e-06,0.173076923076923
graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_add_high_preserve_top5_47be80e7.csv,graft_raw,1.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b1_00_ddc43a0f.csv,submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b1_00_ddc43a0f.csv,248,630,4.69406919033853,0.44472432278655344,2.241007611389761,1.0298561624943101,0.2899706579508956,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.8482450484238136e-06,-5.803771193451682e-06,0.173076923076923
graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_add_high_preserve_top3_229be73c.csv,graft_raw,1.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b1_00_022b1b1a.csv,submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b1_00_022b1b1a.csv,248,628,4.675376513827586,0.44452744237687686,2.241007611389761,1.0298561624943101,0.27127798143995163,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.121312925466644e-06,-4.4562140722175655e-06,0.173076923076923
graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_add_high_preserve_top5_47be80e7.csv,graft_raw,1.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b1_50_7c5fcc17.csv,submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b1_50_7c5fcc17.csv,248,630,4.724342824794321,0.4457932536544139,2.241007611389761,1.0298561624943101,0.32024429240668706,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.8482450484238136e-06,-5.803771193451682e-06,0.173076923076923
graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_add_high_preserve_top3_229be73c.csv,graft_raw,1.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b1_50_af43f841.csv,submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b1_50_af43f841.csv,248,628,4.696303810027905,0.44535121357998886,2.241007611389761,1.0298561624943101,0.292205277640271,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.121312925466644e-06,-4.4562140722175655e-06,0.173076923076923
graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_add_high_preserve_top5_47be80e7.csv,graft_raw,2.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b2_00_ae2086da.csv,submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b2_00_ae2086da.csv,248,630,4.754616459250112,0.4472854652455752,2.241007611389761,1.0298561624943101,0.3505179268624784,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.8482450484238136e-06,-5.803771193451682e-06,0.173076923076923
graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_add_high_preserve_top3_229be73c.csv,graft_raw,2.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b2_00_faa090ca.csv,submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b2_00_faa090ca.csv,248,628,4.717231106228224,0.4465019399875287,2.241007611389761,1.0298561624943101,0.31313257384059034,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.121312925466644e-06,-4.4562140722175655e-06,0.173076923076923
graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_add_high_preserve_top5_47be80e7.csv,graft_raw,3.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b3_00_2d877732.csv,submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b3_00_2d877732.csv,248,630,4.815163728161695,0.4515217539867496,2.241007611389761,1.0298561624943101,0.4110651957740612,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.8482450484238136e-06,-5.803771193451682e-06,0.173076923076923
graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_only_vs_e256__human_social_lr_l2_c0p3_smooth_weighted_add_high_preserve_top3_229be73c.csv,graft_raw,3.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b3_00_85552fc9.csv,submission_e354_e247support_graft_raw_e247_only_vs_e256__human_social_lr_l2_c0p3_s_b3_00_85552fc9.csv,248,628,4.759085698628863,0.4497735075088258,2.241007611389761,1.0298561624943101,0.35498716624122917,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.121312925466644e-06,-4.4562140722175655e-06,0.173076923076923
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b0.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top5_d8b9a2d7.csv,graft_severe_clean,0.5,1.0,none,3,0.1400925061832131,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b0_50_e9c3f4cf.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b0_50_e9c3f4cf.csv,250,1750,4.834026745580461,0.4448658299342514,2.2518091071925266,1.035883521575161,0.3174575438116688,1.1311041536059485,0.043969679732019734,0.025667420754785487,0.02813531890835092,False,-4.493139560518299e-06,-8.784449058896192e-06,0.5
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top5_d8b9a2d7.csv,graft_severe_clean,1.0,1.0,none,3,0.1400925061832131,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b1_00_e5f051cc.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b1_00_e5f051cc.csv,250,1750,5.048613232453539,0.4476547577782909,2.26690201658214,1.0419108806560122,0.4054916985840248,1.1430583185027128,0.08793935946403947,0.047040320847908115,0.05627063781670184,False,-4.493139560518299e-06,-8.784449058896192e-06,0.5
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top5_d8b9a2d7.csv,graft_severe_clean,1.5,1.0,none,3,0.1400925061832131,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b1_50_faa3334e.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b1_50_faa3334e.csv,250,1750,5.267691490654628,0.4522009823658553,2.283344370795831,1.0479382397368628,0.49389621144819607,1.1568749459843826,0.1319090391960592,0.06932272676824298,0.08440595672505277,False,-4.493139560518299e-06,-8.784449058896192e-06,0.5
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top5_d8b9a2d7.csv,graft_severe_clean,2.0,1.0,none,3,0.1400925061832131,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b2_00_f6eca32f.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b2_00_f6eca32f.csv,250,1750,5.4883232060389,0.45845222817257975,2.300425905735373,1.053965598817714,0.5823668048222446,1.1712428332029692,0.17587871892807894,0.0919020688991169,0.11254127563340369,False,-4.493139560518299e-06,-8.784449058896192e-06,0.5
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l1_c0p2_anti_amp_ctrl_add_low_preserve_top5_d8b9a2d7.csv,graft_severe_clean,3.0,1.0,none,3,0.1400925061832131,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b3_00_cfda78f9.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l1_c0p2__b3_00_cfda78f9.csv,250,1750,5.931083460089569,0.47578271507262926,2.3352008071464527,1.0660203169794156,0.7593079915703416,1.2007714873344062,0.2638180783921184,0.13715286521672884,0.16881191345010554,False,-4.493139560518299e-06,-8.784449058896192e-06,0.5
graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b0.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top5_0d148e41.csv,graft_severe_clean,0.5,1.0,none,2,0.09573854012608264,analysis_outputs/submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b0_50_f3544ad0.csv,submission_e354_e247support_graft_severe_clean_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b0_50_f3544ad0.csv,250,1750,4.737511515212816,0.4443961327991801,2.2447100405738762,1.032191709920775,0.28312872041462467,1.1262551071617906,0.02363399940780591,0.014603439016846303,0.012988498717097069,False,-4.384434150699312e-06,-6.6143805178602e-06,0.4615384615384615
