posterior_id,mode,top_k,temperature,hs_lambda,posterior_mae,posterior_p90_abs,posterior_spearman,ess,ess_rate_in_topk,weighted_world_error,weighted_hs_energy,topk_mean_hs_energy,row_vector_kl_from_hs,mean_max_vector_posterior,q_abs_shift_vs_base,q_max_abs_shift_vs_base,q_spearman_vs_base,hs_source_weight_share,mae_over_public_best,p90_over_public_best,hs_energy_gain_vs_public,pareto_score,prelim_decision,rowperm_public_p,rowperm_hs_kl_p,rowperm_public_median,rowperm_hs_kl_median,final_decision,decision_rank
pareto_top1000_lam0.2_t0.00012,pareto,1000,0.00012,0.2,3.110004730541745e-05,5.9356652720894734e-05,0.9894736842105262,879.639095527083,0.879639095527083,0.0002838817418287146,4.839918631709769,4.877889323310565,1.1560583196055276,0.11781939582697527,0.017587881624157073,0.10535995785329716,0.9957013588383157,0.692,5.44686289642212e-06,7.664275482088814e-06,0.02967343552249968,-5.5379826524263205e-06,pareto_candidate,0.7540983606557377,0.01639344262295082,3.097302767905396e-05,1.1584349783773886,pareto_candidate,1
public_top250_lam0_t0.00012,public_only,250,0.00012,0.0,2.5653184408995327e-05,6.049944627889406e-05,0.993984962406015,236.47695657935517,0.9459078263174207,0.00024150426357165855,4.9010147096035865,4.901172318343928,1.3506887919522454,0.11839150223483318,0.024677483844449226,0.11564567489259203,0.9898830464270024,0.672,0.0,8.807069040088139e-06,-0.03142264237131798,1.0186474824782398e-06,public_baseline,1.0,1.0,,,public_baseline,2
public_top500_lam0_t0.00012,public_only,500,0.00012,0.0,2.6129974027924892e-05,6.61073705135811e-05,0.9909774436090225,463.6962368819014,0.9273924737638028,0.00026142813992912966,4.8841997902563445,4.88077139938558,1.2397642953718213,0.1163317370307613,0.019252777652134942,0.10743433242446188,0.9942540524848134,0.6839999999999999,4.7678961892956494e-07,1.4414993274775182e-05,-0.01460772302407598,3.160755797638138e-06,public_baseline,1.0,1.0,,,public_baseline,2
public_top1000_lam0_t0.00012,public_only,1000,0.00012,0.0,2.9251236845349338e-05,5.169237723880592e-05,0.9909774436090225,904.9437377824345,0.9049437377824345,0.00028347413059083196,4.880621039906162,4.877889323310565,1.1821690234369058,0.11508389289338015,0.016112531655380017,0.09093479871544424,0.9962246788018037,0.692,3.598052436354011e-06,0.0,-0.011028972673893023,3.614649141596117e-06,public_baseline,1.0,1.0,,,public_baseline,2
public_top250_lam0_t0.00025,public_only,250,0.00025,0.0,2.702965327344639e-05,6.81147449402703e-05,0.9954887218045112,247.21569311834216,0.9888627724733686,0.0002447461748189668,4.901143928167759,4.901172318343928,1.345161010641564,0.11814627430432856,0.0241681447451464,0.11385361462009225,0.9903416197553888,0.672,1.3764688644510637e-06,1.6422367701464376e-05,-0.03155186093549034,4.651731295668831e-06,public_baseline,1.0,1.0,,,public_baseline,2
public_top1000_lam0_t0.00025,public_only,1000,0.00025,0.0,3.096913864421725e-05,5.2081486857004755e-05,0.9909774436090225,980.7522109919498,0.9807522109919499,0.0002891976468985375,4.879089679202512,4.877889323310565,1.1775598911010938,0.11516107374143092,0.015872337110393913,0.09316659275352374,0.9963995591457564,0.692,5.315954235221922e-06,3.891096181988352e-07,-0.009497611970243014,5.945198884674115e-06,public_baseline,1.0,1.0,,,public_baseline,2
public_top250_lam0_t0.0005,public_only,250,0.0005,0.0,2.7586683179430318e-05,7.105014113117807e-05,0.9954887218045112,249.3439070675223,0.9973756282700892,0.0002461018124360277,4.901167525398199,4.901172318343928,1.3440006329642016,0.11809839531154227,0.024049415182313915,0.11538325418070772,0.9904392425254025,0.672,1.933498770434991e-06,1.9357763892372146e-05,-0.031575458165930215,6.109719221174879e-06,public_baseline,1.0,1.0,,,public_baseline,2
public_top500_lam0_t0.00025,public_only,500,0.00025,0.0,2.8017372901819205e-05,7.024585841315884e-05,0.9909774436090225,492.5596023601946,0.9851192047203893,0.000265794834929605,4.882390147434725,4.88077139938558,1.2336856533553384,0.11626052727573276,0.018921611680257043,0.10462789540354445,0.9945197978498308,0.6839999999999999,2.364188492823878e-06,1.8553481174352915e-05,-0.012798080202456319,6.648996308595175e-06,public_baseline,1.0,1.0,,,public_baseline,2
public_top1000_lam0_t0.0005,public_only,1000,0.0005,0.0,3.162270796260623e-05,5.2051027568687486e-05,0.9909774436090225,995.5279610591616,0.9955279610591616,0.00029152945265232654,4.878463526965595,4.877889323310565,1.176514001337675,0.11522677660563292,0.015854287791585035,0.09423450145161955,0.996418286969231,0.692,5.969523553610906e-06,3.586503298815658e-07,-0.008871459733326148,6.787224176500476e-06,public_baseline,1.0,1.0,,,public_baseline,2
public_top500_lam0_t0.0005,public_only,500,0.0005,0.0,2.869661910065418e-05,7.15901756919088e-05,0.9909774436090225,498.25494704604023,0.9965098940920805,0.00026760388619467417,4.881571886617622,4.88077139938558,1.2321449141659924,0.11629446585352378,0.018882129166776992,0.1036286594995609,0.9945846780164643,0.6839999999999999,3.043434691658853e-06,1.989779845310288e-05,-0.01197981938535353,7.868095686768133e-06,public_baseline,1.0,1.0,,,public_baseline,2
public_top2500_lam0_t0.00012,public_only,2500,0.00012,0.0,3.220205085467621e-05,5.930841056691462e-05,0.9759398496240601,2147.8827503311986,0.8591531001324795,0.0003168436817116259,4.878614458282319,4.876524890212045,1.147038139798474,0.1144333763157938,0.013923565228752459,0.07606219805678027,0.9975085208112401,0.6948,6.548866445680884e-06,7.616033328108702e-06,-0.00902239105005087,9.956219445146724e-06,public_baseline,1.0,1.0,,,public_baseline,2
public_top2500_lam0_t0.00025,public_only,2500,0.00025,0.0,3.372066007461981e-05,6.311176582541168e-05,0.9759398496240601,2428.2357107502594,0.9712942843001038,0.0003254887630421964,4.877387769277593,4.876524890212045,1.14389202682042,0.11456536081531965,0.013826203042806127,0.07178435540062666,0.997601201498342,0.6948,8.067475665624482e-06,1.1419388586605764e-05,-0.007795702045324759,1.288125024569767e-05,public_baseline,1.0,1.0,,,public_baseline,2
public_top2500_lam0_t0.0005,public_only,2500,0.0005,0.0,3.4230153939743185e-05,6.450321353071755e-05,0.9759398496240601,2483.4005381140637,0.9933602152456255,0.00032896863453347883,4.876926992986526,4.876524890212045,1.143239513319414,0.11463537888473152,0.013842641322001213,0.07018866838870041,0.9976072672110728,0.6948,8.576969530747858e-06,1.2810836291911631e-05,-0.007334925754257426,1.3891454196684528e-05,public_baseline,1.0,1.0,,,public_baseline,2
public_top5000_lam0_t0.00012,public_only,5000,0.00012,0.0,3.462073737087864e-05,6.357402012250274e-05,0.9759398496240601,3993.5685013106263,0.7987137002621253,0.000346600765706399,4.876892250619273,4.875371477529773,1.1331209650999228,0.11433139088301494,0.013059256986311793,0.07339590297340398,0.997948400297709,0.7020000000000001,8.967552961883314e-06,1.1881642883696822e-05,-0.007300183387004111,1.4166914305106919e-05,public_baseline,1.0,1.0,,,public_baseline,2
public_top5000_lam0_t0.00025,public_only,5000,0.00025,0.0,3.630039568788953e-05,6.702515515060045e-05,0.9759398496240601,4788.307983453394,0.9576615966906787,0.00035947225110219644,4.875904890918889,4.875371477529773,1.1304102123408397,0.11443852873453048,0.012956936147432345,0.07239964086470968,0.9980261551667732,0.7020000000000001,1.0647211278894206e-05,1.5332777911794525e-05,-0.006312823686620561,1.72132538742455e-05,public_baseline,1.0,1.0,,,public_baseline,2
public_top5000_lam0_t0.0005,public_only,5000,0.0005,0.0,3.694175155236996e-05,6.8226460445495e-05,0.9759398496240601,4950.974308986029,0.9901948617972058,0.00036463314627407624,4.875598490908775,4.875371477529773,1.1298624315917076,0.1144823523203476,0.012956585167956768,0.072030373042482,0.998045731588481,0.7020000000000001,1.1288567143374636e-05,1.653408320668908e-05,-0.0060064236765065004,1.8347342821793698e-05,public_baseline,1.0,1.0,,,public_baseline,2
public_top10000_lam0_t0.00012,public_only,10000,0.00012,0.0,3.937638461597743e-05,7.410097867333531e-05,0.9744360902255638,7117.872852036494,0.7117872852036494,0.0003802052337566415,4.87250615066883,4.868860613831,1.1247368550742614,0.11454993359192174,0.012711520964359003,0.07096805032660974,0.9981929334694509,0.7106,1.3723200206982104e-05,2.240860143452939e-05,-0.002914083436561299,2.3041145737383338e-05,public_baseline,1.0,1.0,,,public_baseline,2
public_top10000_lam0_t0.00025,public_only,10000,0.00025,0.0,4.313080418345281e-05,8.292543434763427e-05,0.9744360902255638,9363.61339892637,0.936361339892637,0.00039987415129197064,4.870408234526829,4.868860613831,1.1218628760475655,0.11472002817827225,0.01267966166245652,0.06969277609454533,0.9982574127036059,0.7106,1.7477619774457483e-05,3.123305710882835e-05,-0.000816167294560799,3.012800509367607e-05,public_baseline,1.0,1.0,,,public_baseline,2
public_top10000_lam0_t0.0005,public_only,10000,0.0005,0.0,4.468981804098904e-05,8.634643893844774e-05,0.9744360902255638,9852.652329831619,0.9852652329831619,0.00040769209494203966,4.869592067232269,4.868860613831,1.1211574547242011,0.11478931435561127,0.012701151924405699,0.06925817657916516,0.998261514726628,0.7106,1.903663363199371e-05,3.465406169964182e-05,0.0,3.300997425617654e-05,public_baseline,1.0,1.0,,,public_baseline,2
rank_top250_lam1.1,rank,250,0.0,1.1,2.674792689332777e-05,8.121900497676254e-05,0.9909774436090225,210.57494470066837,0.8422997788026735,0.0002405925816284524,4.839864919898932,4.901172318343928,1.323479813423167,0.1228739268909615,0.026753643735317887,0.11747260187947356,0.9887118777052167,0.672,1.0947424843324429e-06,2.9526627737956622e-05,0.029727147333336923,-5.797780944365763e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top250_lam0.45_t0.00012,pareto,250,0.00012,0.45,2.769574708183283e-05,8.453339271185233e-05,0.9909774436090225,200.19380462560517,0.8007752185024206,0.0002416005620865572,4.81665833295663,4.901172318343928,1.3140579074889438,0.12464290468905921,0.027815660213638512,0.12445553585018315,0.9879995196570232,0.672,2.0425626728375037e-06,3.2841015473046414e-05,0.052933734275638855,-5.047243921339823e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top500_lam0.2_t0.00012,pareto,500,0.00012,0.2,2.808662376777033e-05,7.574640181671237e-05,0.9909774436090225,451.01856321849687,0.9020371264369937,0.0002618924018910127,4.844059824097608,4.88077139938558,1.2141210004099563,0.1190443631367113,0.02052638075232843,0.10879157056965938,0.9937696455532317,0.6839999999999999,2.433439358775004e-06,2.4054024577906446e-05,0.02553224313466096,-4.71953656921109e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
rank_top250_lam1.6,rank,250,0.0,1.6,2.7678090544245097e-05,8.757302834860476e-05,0.9909774436090225,192.1353045535073,0.7685412182140292,0.00024063103146425383,4.8138202903234015,4.901172318343928,1.3188058517002088,0.12525956851641404,0.028223884836843353,0.1252633001197811,0.9876829504130022,0.672,2.0249061352497703e-06,3.5880651109798844e-05,0.05577177690886703,-4.347209201333415e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top1000_lam0.2_t0.00025,pareto,1000,0.00025,0.2,3.2788400957500104e-05,5.9262517417602764e-05,0.9894736842105262,947.9513004070333,0.9479513004070332,0.0002895421608794744,4.837994989390367,4.877889323310565,1.1514369519832917,0.11794515988905599,0.017373208901706155,0.10848573952206136,0.9958582525005408,0.692,7.135216548504777e-06,7.570140178796844e-06,0.031597077841901466,-3.613038172578487e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
rank_top1000_lam0.75,rank,1000,0.0,0.75,3.234361958236332e-05,6.300539497745651e-05,0.9909774436090225,888.295377847866,0.888295377847866,0.00028525922723580824,4.835458861191172,4.877889323310565,1.1524475416142141,0.11813519366761818,0.017687751582726532,0.10383027999589828,0.9956942922420835,0.692,6.690435173367992e-06,1.1313017738650594e-05,0.03413320604109682,-3.5805464683753502e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top1000_lam0.2_t0.0005,pareto,1000,0.0005,0.2,3.349391109503282e-05,5.886419631716445e-05,0.9894736842105262,960.3348525803931,0.9603348525803931,0.0002918445932431926,4.837223379845576,4.877889323310565,1.1503868334690983,0.11801964759411351,0.017356928749447425,0.10995757527840394,0.9958758719700435,0.692,7.840726686037492e-06,7.171819078358527e-06,0.03236868738669241,-2.8827206449148416e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
rank_top1000_lam1.1,rank,1000,0.0,1.1,3.315305499520952e-05,6.58753633097493e-05,0.9894736842105262,848.2730739472712,0.8482730739472713,0.00028546247506145724,4.815490071161754,4.877889323310565,1.1415181376949868,0.11956531749695333,0.01857369190248931,0.11010675060371306,0.9953348519294911,0.692,7.49987058621419e-06,1.4182986070943378e-05,0.05410199607051425,-2.573564896730803e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top500_lam0.2_t0.00025,pareto,500,0.00025,0.2,2.9890807094865286e-05,7.939456073604563e-05,0.9909774436090225,476.589585922088,0.953179171844176,0.0002662435021516752,4.8416945156153135,4.88077139938558,1.2080596029331687,0.11909539355926929,0.020248220999682473,0.10594187969423507,0.9940121199501436,0.6839999999999999,4.237622685869959e-06,2.7702183497239708e-05,0.027897551616955063,-1.8919545125171822e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top250_lam0.45_t0.00025,pareto,250,0.00025,0.45,2.9055519881498493e-05,9.108390172776451e-05,0.9909774436090225,208.34703442264365,0.8333881376905746,0.00024485109576147495,4.816168987117962,4.901172318343928,1.3082942933740112,0.12447859864231094,0.027344399796409364,0.11955777884361513,0.9884557822283129,0.672,3.402335472503166e-06,3.9391524488958594e-05,0.05342308011430674,-1.6490409154676715e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
rank_top500_lam0.75,rank,500,0.0,0.75,2.972545611673845e-05,8.167296554735251e-05,0.9909774436090225,446.9783495722208,0.8939566991444415,0.0002619509950073999,4.8415361495063305,4.88077139938558,1.2135044398304482,0.11925037869437392,0.020624258223369496,0.10625712106574459,0.9937390236192559,0.6839999999999999,4.072271707743125e-06,2.9980588308546587e-05,0.028055917725938073,-1.563036109730098e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top1000_lam0.45_t0.00012,pareto,1000,0.00012,0.45,3.365910641540742e-05,6.701209778470102e-05,0.9819548872180449,784.0216098305998,0.7840216098305998,0.0002845133509678994,4.793171030293262,4.877889323310565,1.1313015498608656,0.1212060016442351,0.019698710579171143,0.12133354215608955,0.9947805741841574,0.692,8.005922006412095e-06,1.53197205458951e-05,0.07642103693900637,-1.4499003886807523e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top500_lam0.45_t0.00012,pareto,500,0.00012,0.45,3.043514350564904e-05,8.531991184422257e-05,0.9909774436090225,403.3052835252415,0.8066105670504831,0.0002626285019811977,4.7981248514460395,4.88077139938558,1.1929166670418034,0.12255327761434348,0.022678473992340718,0.11040194883014254,0.9927590456026263,0.6839999999999999,4.781959096653714e-06,3.3627534605416646e-05,0.07146721578622905,-1.4157838933738295e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
rank_top250_lam0.75,rank,250,0.0,0.75,2.632466187569042e-05,7.615709088661595e-05,0.9909774436090225,221.0264423159849,0.8841057692639396,0.0002405775674561435,4.859002459291469,4.901172318343928,1.3303276047074082,0.12137068370718992,0.025939024239035696,0.11640597959460419,0.9892288939318375,0.672,6.714774666950918e-07,2.446471364781003e-05,0.01058960794079944,-1.3484769556098479e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
rank_top500_lam1.1,rank,500,0.0,1.1,3.0618222771245336e-05,8.557592232844027e-05,0.9909774436090225,428.5037490740503,0.8570074981481006,0.00026222674924902557,4.821928104644469,4.88077139938558,1.2037585318912851,0.12073495655882963,0.021482498944333298,0.10681717536317359,0.9933570152168185,0.6839999999999999,4.965038362250009e-06,3.388354508963435e-05,0.0476639625877997,-8.842077631898686e-07,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top500_lam0.2_t0.0005,pareto,500,0.0005,0.2,3.053493386905928e-05,8.053686076237734e-05,0.9849624060150375,480.9947069793435,0.961989413958687,0.00026804181308731997,4.840645216392433,4.88077139938558,1.206537014248424,0.11919467996235605,0.020237368678408668,0.10492721588704612,0.9940427351668188,0.6839999999999999,4.881749460063955e-06,2.884448352357142e-05,0.028946850839835392,-6.923146050406216e-07,diagnostic_only,1.0,1.0,,,diagnostic_only,3
rank_top250_lam2.4,rank,250,0.0,2.4,2.9186119667499835e-05,9.55304047555766e-05,0.9909774436090225,160.8547948547168,0.6434191794188672,0.0002407295869269725,4.776207721577563,4.901172318343928,1.3226623095336822,0.12930881054214427,0.03098369342511192,0.1367141482673176,0.9857604049868551,0.672,3.5329352585045084e-06,4.3838027516770684e-05,0.09338434565470521,-5.0785723107423e-07,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top250_lam0.2_t0.00012,pareto,250,0.00012,0.2,2.6259219018126295e-05,7.253808950971023e-05,0.9909774436090225,227.8211504118091,0.9112846016472363,0.0002415004071396452,4.8620320275305815,4.901172318343928,1.3274724160790283,0.12095065589673636,0.025662838545566176,0.11625162646672738,0.9894324353585341,0.672,6.060346091309677e-07,2.0845712270904314e-05,0.00756003970168706,-4.781116989993706e-07,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top250_lam0.75_t0.00012,pareto,250,0.00012,0.75,2.9730977668746777e-05,9.427663621690967e-05,0.9909774436090225,159.97537516455114,0.6399015006582045,0.00024185181378885153,4.769140747219425,4.901172318343928,1.3184520344810617,0.129725869189886,0.03127893090159738,0.13904988481471853,0.9855067031139593,0.672,4.07779325975145e-06,4.258425897810375e-05,0.1004513200128434,-1.1432120526374791e-07,diagnostic_only,1.0,1.0,,,diagnostic_only,3
rank_top1000_lam1.6,rank,1000,0.0,1.6,3.4231647079905213e-05,6.941072998146383e-05,0.9819548872180449,776.6054303204045,0.7766054303204045,0.000285763671548382,4.78841316567215,4.877889323310565,1.1285287178661911,0.121610205553004,0.019881048352665534,0.11832991504192641,0.9947392538524505,0.692,8.578462670909887e-06,1.7718352742657907e-05,0.08117890156011853,-1.113850664463882e-07,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top250_lam0.45_t0.0005,pareto,250,0.0005,0.45,3.001506003610828e-05,9.362207768364322e-05,0.9909774436090225,209.83869489836917,0.8393547795934767,0.0002462094612807561,4.815971717140625,4.901172318343928,1.307120970384769,0.12450373681111063,0.027239437700887284,0.11751313242357303,0.9885306400105348,0.672,4.361875627112953e-06,4.1929700444837295e-05,0.05362035009164323,2.3012770449708747e-07,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top1000_lam0.45_t0.00025,pareto,1000,0.00025,0.45,3.5444436960010724e-05,6.85483889697539e-05,0.9759398496240601,835.8601263261311,0.835860126326131,0.00029006379235421714,4.790860944886705,4.877889323310565,1.1267040342633805,0.12134273137603577,0.01952616388331135,0.12561319354000094,0.9949074146605058,0.692,9.791252551015397e-06,1.6856011730947982e-05,0.07873112234556334,1.4927370500075492e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top500_lam0.45_t0.00025,pareto,500,0.00025,0.45,3.230275943949899e-05,8.833622791710721e-05,0.9849624060150375,421.89810227975084,0.8437962045595017,0.0002669352708642808,4.795280165730828,4.88077139938558,1.1871069735089996,0.12272065906189238,0.02253218736495131,0.10766660848484266,0.9929588427502272,0.6839999999999999,6.649575030503662e-06,3.6643850678301294e-05,0.0743119015014404,2.000956621004841e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
rank_top500_lam1.6,rank,500,0.0,1.6,3.2096184828176844e-05,9.039916334784659e-05,0.9909774436090225,394.4975630594554,0.7889951261189108,0.00026264903625369606,4.79525736741406,4.88077139938558,1.1933470906535635,0.12284165876140768,0.022841840424948433,0.10749693944358618,0.9926727484428313,0.6839999999999999,6.443000419181517e-06,3.870678610904067e-05,0.07433469981820817,2.0075015514616813e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top1000_lam0.45_t0.0005,pareto,1000,0.0005,0.45,3.618472761090161e-05,7.016521430213076e-05,0.9759398496240601,843.7965825409381,0.843796582540938,0.00029231792034013857,4.789945151966625,4.877889323310565,1.1256884072935596,0.12142217791787198,0.01952065803196214,0.1276030286867333,0.9949304236411399,0.692,1.0531543201906281e-05,1.847283706332484e-05,0.07964691526564316,2.8583221070060835e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top2500_lam0.2_t0.00012,pareto,2500,0.00012,0.2,3.607106064523902e-05,6.652514616273673e-05,0.9759398496240601,2086.3184791546682,0.8345273916618673,0.00031718278806514645,4.837758892328301,4.876524890212045,1.1207674857448502,0.11726395602904527,0.01556674940634989,0.08236491215383385,0.9970097508446912,0.6948,1.0417876236243694e-05,1.483276892393081e-05,0.03183317490396753,2.9840669959524028e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top250_lam0.2_t0.00025,pareto,250,0.00025,0.2,2.7659081310615204e-05,7.969664487768161e-05,0.9909774436090225,238.0730386940478,0.9522921547761912,0.0002447594211503063,4.8618635085489785,4.901172318343928,1.3217696818854336,0.12069235173792114,0.0251466537611938,0.11196194581682195,0.9898893315967409,0.672,2.0058969016198767e-06,2.8004267638875693e-05,0.007728558683290032,3.021763315064852e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top500_lam0.45_t0.0005,pareto,500,0.0005,0.45,3.299884904460308e-05,8.922332313786205e-05,0.9849624060150375,424.1458476333795,0.848291695266759,0.00026871097397173727,4.794039640036061,4.88077139938558,1.185735963627082,0.12285595006973275,0.022552791478896255,0.10670424041447024,0.9929848924416481,0.6839999999999999,7.345664635607755e-06,3.7530945899056125e-05,0.07555242719620736,3.125575539214482e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top250_lam0.75_t0.00025,pareto,250,0.00025,0.75,3.138878815136959e-05,0.0001002829588811429,0.9909774436090225,165.12676560133042,0.6605070624053216,0.0002450468346937444,4.7683521318380855,4.901172318343928,1.312903112900652,0.12958295154368102,0.03088842640187071,0.13452197950150585,0.9858779132547125,0.672,5.735603742374266e-06,4.859058164233698e-05,0.10123993539418308,3.542314371009794e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
pareto_top500_lam0.75_t0.00012,pareto,500,0.00012,0.75,3.3147915248340264e-05,9.340136524472691e-05,0.9849624060150375,330.968670158058,0.661937340316116,0.0002636572871558549,4.750787114441727,4.88077139938558,1.18181712410738,0.1266424222291082,0.02556939350871245,0.11207414763813206,0.9911149952564761,0.6839999999999999,7.494730839344937e-06,4.1708988005920995e-05,0.11880495279054148,4.3483872937811026e-06,diagnostic_only,1.0,1.0,,,diagnostic_only,3
